title,price,sold_date,graded,grader,grade,auction,best_offer,shipping,seller,condition,item_url
1991 Fleer - Pro-Vision Jose Canseco #6,$1.29,"Sold Mar 15, 2026",N,,,N,Y,$0.74,so-flo-sales,New,https://www.ebay.com/itm/137135728352
Ramon Martinez 1991 Ultra Ultra Team (Ultra Gold) #7 Los Angeles Dodgers,$1.75,"Sold Mar 15, 2026",N,,,N,Y,$0.00,pbrmsr,New,https://www.ebay.com/itm/286544315885
Kirby Puckett 1991 Ultra Ultra Team (Ultra Gold) #8 Minnesota Twins,$1.75,"Sold Mar 15, 2026",N,,,N,Y,$0.00,pbrmsr,New,https://www.ebay.com/itm/286544315920
Ken Griffey Jr. 1991 Fleer Ultra Team #4 Seattle Mariners,$1.89,"Sold Mar 15, 2026",N,,,N,N,$0.00,kingfisher_collection,New,https://www.ebay.com/itm/297929269236
1991 B.B. Cards Magazine #65 PSA 10 Triple Terrors - McGwire /Canseco /Fielder,$102.50,"Sold Mar 15, 2026",Y,PSA,10,Y,N,$0.00,divertic,New,https://www.ebay.com/itm/137105506384
1991 Fleer Ultra Team Rickey Henderson #5 Oakland Athletics,$1.09,"Sold Mar 15, 2026",N,,,N,Y,$0.00,tford107175ktg,New,https://www.ebay.com/itm/374689754004
1991 Fleer Frank Thomas RC Rookie #138 White Sox,$0.99,"Sold Mar 15, 2026",N,,,Y,N,$4.99,dcsports87,New,https://www.ebay.com/itm/127731488717
KEN GRIFFEY JR. Cards ***YOU PICK*** SEATTLE MARINERS,$1.00,"Sold Mar 15, 2026",N,,,N,N,$0.00,big_dans_cards,New,https://www.ebay.com/itm/127320245553
1991 Fleer Ultra Ken Griffey Jr #4 Team Ultra Gold PSA 10 GEM MINT LOW POP 54!,$208.50,"Sold Mar 15, 2026",Y,PSA,10,Y,N,$7.00,junk_in_our_trunk,New,https://www.ebay.com/itm/377014779166
1991 Fleer Ultra Ken Griffey Jr. #336 Mariners,$2.76,"Sold Mar 15, 2026",N,,,Y,N,$4.99,dcsports87,New,https://www.ebay.com/itm/127731485023
1991 Fleer Ken Griffey Jr. #450 Mariners,$1.04,"Sold Mar 15, 2026",N,,,Y,N,$4.99,dcsports87,New,https://www.ebay.com/itm/377023445376
"1991 FLEER #7 KEN GRIFFEY JR ALL STAR GRADED SGC 9 MINT HOF ""THE KID""",$19.99,"Sold Mar 15, 2026",Y,SGC,9,N,N,$5.00,rookieboy,New,https://www.ebay.com/itm/267581678644
1991 Fleer - Pro-Vision Mark McGwire #4,$1.00,"Sold Mar 15, 2026",N,,,Y,N,$1.32,shu_3585,New,https://www.ebay.com/itm/377019189722
Jack Morris 1991 Fleer #343 Detroit Tigers MLB READ FREE SHIPPING AutographDen,$0.40,"Sold Mar 15, 2026",N,,,Y,N,$0.00,autographden,New,https://www.ebay.com/itm/397696743592
"1991 Ultra Update #U-58 Ivan Pudge Rodriguez PSA 8 NM-MT HOF, (HUCK’S)",$10.99,"Sold Mar 15, 2026",Y,PSA,8,N,N,$3.99,huckscards,New,https://www.ebay.com/itm/186794112061
1991 Ultra Update #U-4 Mike Mussina Orioles PSA 8 NM-MT 0336,$9.00,"Sold Mar 15, 2026",Y,PSA,8,N,N,$5.99,mantlerulz,New,https://www.ebay.com/itm/336421036908
1991 Fleer Ultra Team Bo Jackson #6 of 10 Royals,$1.50,"Sold Mar 15, 2026",N,,,Y,N,$0.99,bubba.brown,New,https://www.ebay.com/itm/366256618262
1991 Fleer Update #49 Bernie Williams - BB,$0.99,"Sold Mar 15, 2026",N,,,N,N,$1.50,1967dew,New,https://www.ebay.com/itm/236544967689
