title,price,shipping,sold_date,seller,condition,item_url,graded,grader,grade,auction,best_offer,price_value,shipping_value,total_value,sold_date_value,listing_type,is_best_offer,is_graded,grader_norm,grade_value,card_number_guess
1996 Pinnacle Select Frank Thomas Claim to Fame #4 White Sox PSA 6,$7.50,$4.99,"Sold Dec 26, 2025",dcsports87,New,https://www.ebay.com/itm/127572711632,Y,PSA,6,Y,N,7.5,4.99,12.49,2025-12-26,auction,False,True,PSA,6.0,
"1996 Pinnacle - Team Pinnacle Frank Thomas, Jeff Bagwell #1 - HOF NM",$5.99,$0.00,"Sold Mar 5, 2026",jebu-991499,New,https://www.ebay.com/itm/137055498090,N,,,N,N,5.99,0.0,5.99,2026-03-05,bin,False,False,,1.0,
1996 Pinnacle #201 Frank Thomas Foil,$1.55,$0.99,"Sold Feb 17, 2026",ebripz,New,https://www.ebay.com/itm/177817633941,N,,,N,N,1.55,0.99,2.54,2026-02-17,bin,False,False,,,201
FRANK THOMAS 1996 PINNACLE DUFEX ARTISTS PROOF INSERT PARALLEL #198 RARE,$22.08,$5.99,"Sold Jan 4, 2026",retro_sports_co,New,https://www.ebay.com/itm/127589901390,N,,,Y,N,22.08,5.99,28.07,2026-01-04,auction,False,False,,,198
Frank Thomas 1996 Pinnacle Slugfest #1 - Chicago White Sox,$5.00,$0.00,"Sold Mar 9, 2026",postgamecards,New,https://www.ebay.com/itm/267590104887,N,,,N,N,5.0,0.0,5.0,2026-03-09,bin,False,False,,1.0,
1996 Pinnacle #1 Frank Thomas Pinnacle Power,$2.49,$0.00,"Sold Jan 14, 2026",cmauction,New,https://www.ebay.com/itm/388964567182,N,,,N,N,2.49,0.0,2.49,2026-01-14,bin,False,False,,1.0,
1996 Pinnacle Starburst # 62 Frank Thomas The Naturals Chicago White Sox,$2.99,$0.00,"Sold Mar 21, 2026",johnnym4151,New,https://www.ebay.com/itm/317920904519,N,,,N,Y,2.99,0.0,2.99,2026-03-21,bin,True,False,,,62
1995 Pinnacle Zenith FRANK THOMAS #3 Z-Team 💎 DSG 9 Mint,$75.00,$3.99,"Sold Mar 4, 2026",card-collecting,New,https://www.ebay.com/itm/127033410603,N,,,N,N,75.0,3.99,78.99,2026-03-04,bin,False,False,,3.0,
1996 Pinnacle Frank Thomas 300 Series Starburst #198 Chicago White Sox,$2.49,$0.00,"Sold Mar 6, 2026",hawknahcards,New,https://www.ebay.com/itm/146841347679,N,,,N,Y,2.49,0.0,2.49,2026-03-06,bin,True,False,,,198
1996 Pinnacle Zenith CHIPPER JONES #20 The Diamond Club Atlanta Braves HOF,$4.25,$1.32,"Sold Mar 21, 2026",wickedcardz,New,https://www.ebay.com/itm/227259205675,N,,,Y,N,4.25,1.32,5.57,2026-03-21,auction,False,False,,,20
1996 Pinnacle #1 Frank Thomas Slugfest,$4.00,$1.32,"Sold Feb 18, 2026",jer.stallings,New,https://www.ebay.com/itm/406461967165,N,,,N,Y,4.0,1.32,5.32,2026-02-18,bin,True,False,,1.0,
1996 PINNACLE ZENITH MOZAICS COMPLETE INSERT SET #1-25 KEN GRIFFEY JR THOMAS,$37.69,$6.99,"Sold Feb 15, 2026",retro_sports_co,New,https://www.ebay.com/itm/127673721107,N,,,Y,N,37.69,6.99,44.68,2026-02-15,auction,False,False,,1.0,25
FRANK THOMAS 1996 PINNACLE DUFEX ARTISTS PROOF INSERT PARALLEL #101 RARE,$22.85,$5.99,"Sold Jan 4, 2026",retro_sports_co,New,https://www.ebay.com/itm/116952862993,N,,,Y,N,22.85,5.99,28.84,2026-01-04,auction,False,True,,,101
1996 Pinnacle Foil #101 Frank Thomas,$1.50,$0.00,"Sold Dec 28, 2025",southern-illinois-auctions,New,https://www.ebay.com/itm/376207428884,N,,,N,N,1.5,0.0,1.5,2025-12-28,bin,False,True,,,101
FRANK THOMAS 1996 PINNACLE AFICIONADO ARTISTS PROOF INSERT PARALLEL #59 RARE,$17.19,$5.99,"Sold Jan 4, 2026",retro_sports_co,New,https://www.ebay.com/itm/127589910754,N,,,Y,N,17.19,5.99,23.18,2026-01-04,auction,False,False,,,59
1996 Stadium Club Extreme Players Silver Frank Thomas #285 CHICAGO WHITE SOX,$6.99,$0.00,"Sold Feb 17, 2026",54321givehimsix,New,https://www.ebay.com/itm/317169391828,N,,,N,N,6.99,0.0,6.99,2026-02-17,bin,False,False,,,285
1996 Pinnacle #101 Frank Thomas Starburst,$2.25,$1.00,"Sold Jan 18, 2026",rodent144,New,https://www.ebay.com/itm/147052269006,N,,,N,N,2.25,1.0,3.25,2026-01-18,bin,False,True,,,101
