title,price,sold_date,graded,grader,grade,auction,best_offer,shipping,seller,condition,item_url,image_url
🔥⚾️1991 STADIUM CLUB CHARTER MEMBERS NOLAN RYAN HOF 300th WIN PSA 9🔥🏟,$43.70,"Sold Feb 11, 2026",Y,PSA,9,N,N,$5.45,brasoncz-0,New,https://www.ebay.com/itm/397043915785,https://i.ebayimg.com/images/g/Z2IAAeSwh4xowbPF/s-l500.webp
1991 Stadium Club Charter Members 300th Win Nolan Ryan Rangers HOF PSA 9 MINT,$35.00,"Sold Feb 11, 2026",Y,PSA,9,N,N,$4.95,brfreddy76,New,https://www.ebay.com/itm/267258286286,https://i.ebayimg.com/images/g/fPMAAeSweAtoLj0f/s-l500.webp
1991 Stadium Charter Member Baseball Football Hockey Cards Pick From List,$0.99,"Sold Feb 10, 2026",N,,,N,N,$1.25,mugsfrank,New,https://www.ebay.com/itm/352449343135,https://i.ebayimg.com/images/g/01MAAOSwxaNbiZ40/s-l500.webp
1991 TOPPS Stadium CLUB Charter Member Box Set : with Nolan Ryan Medallion (NM),$5.00,"Sold Feb 10, 2026",N,,,N,N,$0.74,tatted7297,New,https://www.ebay.com/itm/406665916335,https://i.ebayimg.com/images/g/TGUAAeSwDphpNG~K/s-l500.webp
"Topps Stadium Club Charter Member 5 Boxes – Nolan Ryan, Baseball (1991)",$9.99,"Sold Feb 9, 2026",N,,,N,Y,$6.09,pa-196628,Brand New,https://www.ebay.com/itm/317856574954,https://i.ebayimg.com/images/g/9OkAAeSwQAVpiOLL/s-l500.webp
Nolan Ryan Baseball Cards- You Pick- TOPPS! SCORE! HOF! Rangers! 2 Card MIN!,$1.00,"Sold Jan 28, 2026",N,,,N,N,$0.00,gr_450250,New,https://www.ebay.com/itm/397256261168,https://i.ebayimg.com/images/g/-DoAAeSwBW5pFLf2/s-l500.webp
1991 Topps Stadium Club Charter Member Nolan Ryan Ryan Extends Record W/7th N/H,$2.99,"Sold Feb 8, 2026",N,,,N,N,$0.00,chmass-60,New,https://www.ebay.com/itm/317853626309,https://i.ebayimg.com/images/g/RnUAAeSws7xph-ho/s-l500.webp
1991 TOPPS Stadium CLUB Charter Member Box Set with Nolan Ryan Medallion,$14.99,"Sold Feb 7, 2026",N,,,N,N,$8.65,maiia07,New,https://www.ebay.com/itm/206006109220,https://i.ebayimg.com/images/g/-hAAAOSwXItl7M6a/s-l500.webp
Nolan Ryan 1991 Topps Stadium Club Lot (4) – 2 Charter Member + 2 Members Only,$74.99,"Sold Feb 7, 2026",N,,,N,Y,$7.70,mickey11050,New,https://www.ebay.com/itm/157595859034,https://i.ebayimg.com/images/g/nI0AAeSwRXhpXT4i/s-l500.webp
1991 Stadium Club Charter Members 300th Win Nolan Ryan Rangers HOF SGC 8.5,$24.95,"Sold Feb 7, 2026",Y,SGC,8.5,N,N,$5.20,hgkards,New,https://www.ebay.com/itm/147033073331,https://i.ebayimg.com/images/g/JrMAAeSwRv9pQE3R/s-l500.webp
1991 Stadium Club Charter Member - Nolan Ryan - “No-Hitter for the Ages” - NrMt,$2.12,"Sold Feb 6, 2026",N,,,N,N,$0.00,grover46,New,https://www.ebay.com/itm/267555924594,https://i.ebayimg.com/images/g/BF4AAeSw1L5pMrxQ/s-l500.webp
1991 Stadium Club Charter Member #24 Nolan Ryan/A No-Hitter For/The Ages,$2.05,"Sold Feb 6, 2026",N,,,N,N,$0.00,bonds2001,New,https://www.ebay.com/itm/389168129015,https://i.ebayimg.com/images/g/G9UAAeSwa2dpBONI/s-l500.webp
1991 TOPPS STADIUM CLUB CHARTER MEMBERS ONLY BOX SET WITH NOLAN RYAN MEDALLION,$24.00,"Sold Feb 5, 2026",N,,,N,Y,$6.08,marksdad,New,https://www.ebay.com/itm/205369058025,https://i.ebayimg.com/images/g/wscAAOSwXJhn3cMW/s-l500.webp
1991 Topps Stadium Club Nolan Ryan Gold Medallion Charter Member Texas Rangers,$1.95,"Sold Feb 4, 2026",N,,,N,Y,$4.95,ptitty77,New,https://www.ebay.com/itm/326947120106,https://i.ebayimg.com/images/g/9Z4AAeSw4ZFpX~P3/s-l500.webp
1991 TOPPS STADIUM CLUB BASEBALL NOLAN RYAN CHARTER MEMBER BRONZE METAL CARD 2,$9.99,"Sold Feb 3, 2026",N,,,Y,N,$4.99,anniebell8,New,https://www.ebay.com/itm/389535442941,https://i.ebayimg.com/images/g/poMAAeSwYkRpcpjW/s-l500.webp
Box 55: 1991 Stadium Club Charter Member UNCUT SIDE PROOF Nolan Ryan No Hitter,$14.00,"Sold Feb 3, 2026",N,,,N,N,$5.00,leximo2,New,https://www.ebay.com/itm/397368278529,https://i.ebayimg.com/images/g/TH0AAOSwsSVoPP89/s-l500.webp
New Topps Stadium Club Charter Member Box Set Nolan Ryan sealed bronze card,$24.99,"Sold Feb 2, 2026",N,,,N,N,$6.50,jb246810-2,New,https://www.ebay.com/itm/397340107692,https://i.ebayimg.com/images/g/yHcAAeSwaU9pLJlK/s-l500.webp
1991 TOPPS STADIUM CLUB CHARTER MEMBERS 300TH WIN NOLAN RYAN PSA 8,$5.50,"Sold Feb 1, 2026",Y,PSA,8,Y,N,$5.99,psa,New,https://www.ebay.com/itm/116998137400,https://i.ebayimg.com/images/g/O-QAAeSwAYVpdCeG/s-l500.webp
1991 Topps Stadium NOLAN RYAN Charter Member Card Texas Rangers,$3.25,"Sold Feb 1, 2026",N,,,Y,N,$0.00,slash300,New,https://www.ebay.com/itm/376899156919,https://i.ebayimg.com/images/g/zLIAAeSwal9pdifw/s-l500.webp
1991 Topps Stadium Club Bronze Nolan Ryan Charter Member Commemorative Medallion,$11.21,"Sold Jan 31, 2026",N,,,N,N,$0.00,jacomagi_0,New,https://www.ebay.com/itm/267107380097,https://i.ebayimg.com/images/g/y48AAOSwJVNnbiPq/s-l500.webp
1991 Topps Stadium Club Charter Member Nolan Ryan Baseball Card ⚾️,$3.50,"Sold Jan 30, 2026",N,,,N,Y,$0.97,johnam83,New,https://www.ebay.com/itm/177125542002,https://i.ebayimg.com/images/g/l1IAAeSwsvJn4u-5/s-l500.webp
3 Nolan Ryan 1991 Topps Stadium Club CHARTER MEMBER Solid BRONZE Medallion W Box,$20.00,"Sold Jan 29, 2026",N,,,Y,N,$0.00,kazza-87,New,https://www.ebay.com/itm/406640020912,https://i.ebayimg.com/images/g/5JAAAeSwPThpaQy1/s-l500.webp
"MLB 1991 Stadium Club Charter Member NOLAN RYAN #NNO ""300th Career Win"" Rangers",$1.99,"Sold Jan 29, 2026",N,,,N,N,$0.00,mancave1995,New,https://www.ebay.com/itm/275156938337,https://i.ebayimg.com/images/g/ubcAAOSwAIph~-Zm/s-l500.webp
