title,price,shipping,sold_date,seller,condition,item_url,graded,grader,grade,auction,best_offer,price_value,shipping_value,total_value,sold_date_value,listing_type,is_best_offer,is_graded,grader_norm,grade_value,card_number_guess
1991 Topps Stadium Club Baseball Nolan Ryan Members Only #NNO HOF Rangers,$1.88,$0.00,"Sold Feb 10, 2026",tarbie,New,https://www.ebay.com/itm/389600174630,N,,,N,N,1.88,0.0,1.88,2026-02-10,bin,False,False,,,
1991 Topps Stadium Club Members Only Rickey Henderson (Arms Raised) HOF,$3.04,$4.99,"Sold Feb 9, 2026",comc_consignment,New,https://www.ebay.com/itm/336427946386,N,,,Y,N,3.04,4.99,8.03,2026-02-09,auction,False,False,,,
"1991 Topps Stadium Club Members Only - Jose Canseco, Cecil Fielder",$4.99,$1.53,"Sold Feb 9, 2026",coko-6526,New,https://www.ebay.com/itm/167867221652,N,,,N,N,4.99,1.53,6.52,2026-02-09,bin,False,False,,,
Nolan Ryan Baseball Cards- You Pick- TOPPS! SCORE! HOF! Rangers! 2 Card MIN!,$1.00,$0.00,"Sold Jan 28, 2026",gr_450250,New,https://www.ebay.com/itm/397256261168,N,,,N,N,1.0,0.0,1.0,2026-01-28,bin,False,False,,2.0,
JOSE CANSECO CECIL FIELDER- 1991 Topps Stadium Club Members Only AL HR Champs NM,$2.59,$0.00,"Sold Feb 8, 2026",grimmtasha,New,https://www.ebay.com/itm/127674401592,N,,,N,N,2.59,0.0,2.59,2026-02-08,bin,False,False,,,
1991 Stadium Club Members Only Carlton Fisk #NNO Chicago White Sox,$1.59,$0.00,"Sold Feb 8, 2026",ourthingsportscards,New,https://www.ebay.com/itm/147002288162,N,,,N,Y,1.59,0.0,1.59,2026-02-08,bin,True,False,,,
1991 Stadium Club Members Only - Paul Molitor Hitting Cycle 5-15-91 (Brewers),$1.70,$0.00,"Sold Feb 8, 2026",executive-cards,New,https://www.ebay.com/itm/356141866688,N,,,N,Y,1.7,0.0,1.7,2026-02-08,bin,True,False,,5.0,15
Cecil Fielder/Jose Canseco Dual Signed 1991 Stadium Club Members Only Card,$49.99,$3.00,"Sold Feb 8, 2026",autographs_galore1,New,https://www.ebay.com/itm/286925671568,N,,,N,N,49.99,3.0,52.99,2026-02-08,bin,False,False,,,
Nolan Ryan 1991 Topps Stadium Club Lot (4) – 2 Charter Member + 2 Members Only,$74.99,$7.70,"Sold Feb 7, 2026",mickey11050,New,https://www.ebay.com/itm/157595859034,N,,,N,Y,74.99,7.7,82.69,2026-02-07,bin,True,False,,4.0,
"NOLAN RYAN 1991 TOPPS STADIUM CLUB MEMBERS ONLY BRONZE MEDALLION ""300"" WINS",$3.99,$4.95,"Sold Feb 6, 2026",ronkar88,New,https://www.ebay.com/itm/187633791918,N,,,N,N,3.99,4.95,8.94,2026-02-06,bin,False,False,,,300
1991 Jeff Bagwell Topps Stadium Club Members Only RC-MT,$3.00,$0.00,"Sold Feb 5, 2026",docroccollectibles,New,https://www.ebay.com/itm/406116038521,N,,,N,N,3.0,0.0,3.0,2026-02-05,bin,False,False,,,
1991 Stadium Club Members Only #NNO Nolan Ryan Rangers HOF,$1.79,$0.00,"Sold Feb 6, 2026",greenrover13,New,https://www.ebay.com/itm/267333839273,N,,,N,Y,1.79,0.0,1.79,2026-02-06,bin,True,False,,,
1991 Topps Stadium Club Members Only - Nolan Ryan Ryan Extends Record,$1.89,$0.00,"Sold Feb 6, 2026",magu_4318,New,https://www.ebay.com/itm/236614243690,N,,,N,Y,1.89,0.0,1.89,2026-02-06,bin,True,False,,,
