title,price,sold_date,graded,grader,grade,auction,best_offer,shipping,seller,condition,item_url,image_url
1991 UPPERDECK SSP BASEBALL MICHAEL JORDAN RC PSA 9 MINT SLAB🔥🔥🔥🔥🔥,$89.95,"Sold Mar 19, 2026",Y,PSA,9,N,N,$5.99,thecornerstore-65,New,https://www.ebay.com/itm/177953954968,https://i.ebayimg.com/images/g/-foAAeSwKnlps0-6/s-l500.webp
1991 Upper Deck - Short Print Michael Jordan #SP1,$14.99,"Sold Mar 19, 2026",N,,,N,Y,$4.85,fargi_39,New,https://www.ebay.com/itm/168238218240,https://i.ebayimg.com/images/g/sE4AAeSw9vJpuAeu/s-l500.webp
"BO JACKSON Baseball Cards ***You Pick*** Royals, White Sox, Angels Revised 11/21",$1.39,"Sold Mar 19, 2026",N,,,N,N,$0.19,bezimm_59,New,https://www.ebay.com/itm/404143131845,https://i.ebayimg.com/images/g/DHIAAOSw0plj3efd/s-l500.webp
1991 Upper Deck Michael Jordan Rookie SP 1 Short Print Graded PSA 9 MINT,$95.00,"Sold Mar 18, 2026",Y,PSA,9,N,N,$7.95,purpleturtle1215,New,https://www.ebay.com/itm/276007184316,https://i.ebayimg.com/images/g/HJMAAOSw5LVk4he~/s-l500.webp
1991 Upper Deck Michael Jordan ROOKIE #SP1 BGS 9.5 GEM MINT,$330.00,"Sold Mar 18, 2026",Y,BGS,9.5,N,N,$6.00,dallascardshow,New,https://www.ebay.com/itm/177796857276,https://i.ebayimg.com/images/g/igEAAeSwYNFpcV~1/s-l500.webp
Upper Deck 1991 Michael Jordan SP1 Chicago White Sox Short Print Insert Baseball,$19.99,"Sold Mar 18, 2026",N,,,N,Y,$5.52,mmcnulty24,New,https://www.ebay.com/itm/188135319927,https://i.ebayimg.com/images/g/m40AAeSwZAFpreIM/s-l500.webp
1991 Upper Deck Michael Jordan #SP1 NrMint+ or better Combine Shipping,$34.55,"Sold Mar 18, 2026",N,,,Y,N,$1.54,jimmcmahonvintagecards,New,https://www.ebay.com/itm/198166065611,https://i.ebayimg.com/images/g/6yQAAeSw8EtprZAS/s-l500.webp
1991 Upper Deck Michael Jordan #SP1,$23.00,"Sold Mar 18, 2026",N,,,N,N,$0.00,mikestorage,New,https://www.ebay.com/itm/287210034682,https://i.ebayimg.com/images/g/80oAAeSw3ylpuHtG/s-l500.webp
"1990-93 UD ⚾️ Baseball Subsets, Inserts, Parallels-🔥All in One Place -U Pick🔥",$10.00,"Sold Mar 18, 2026",N,,,N,N,$3.75,candc4less,New,https://www.ebay.com/itm/145456242565,https://i.ebayimg.com/images/g/wDkAAOSwqkxlX3XE/s-l500.webp
Upper Deck 1991 Michael Jordan SP1 Short Print Chicago White Sox centered 50/50,$27.99,"Sold Mar 18, 2026",N,,,N,N,$5.07,edz2667,New,https://www.ebay.com/itm/157764136732,https://i.ebayimg.com/images/g/cCcAAeSwH8ppucl2/s-l500.webp
1991 Upper Deck Short Print Michael Jordan Baseball Rookie Card #SP1,$19.99,"Sold Mar 18, 2026",N,,,N,N,$3.00,bluebirdmountain,New,https://www.ebay.com/itm/236592728618,https://i.ebayimg.com/images/g/OA8AAeSwZS9pcE-X/s-l500.webp
1991 UPPER DECK #SP1 MICHAEL JORDAN PSA 8,$34.00,"Sold Mar 18, 2026",Y,PSA,8,Y,N,$5.99,psa,New,https://www.ebay.com/itm/117080727901,https://i.ebayimg.com/images/g/oJsAAeSwlD9psLvX/s-l500.webp
1991 Upper Deck Michael Jordan Inserts #SP1 White Sox,$22.17,"Sold Mar 18, 2026",N,,,Y,N,$4.99,dcsports87,New,https://www.ebay.com/itm/127740144171,https://i.ebayimg.com/images/g/fpEAAeSw16NptHEW/s-l500.webp
1991 Upper Deck - Short Print Michael Jordan #SP1,$36.00,"Sold Mar 18, 2026",N,,,N,N,$5.52,jjcards23-2,New,https://www.ebay.com/itm/389753485821,https://i.ebayimg.com/images/g/gLcAAeSwkONptyq~/s-l500.webp
